Jednym z naukowców był Francuz, Jean Champollion, który od dzieciństwa interesował się Egiptem.;One of the scientists was a Frenchman, Jean Champollion, who had been interested in Egypt since childhood.;Champollion;;
Z języka egipskiego wywodzi się język koptyjski, który dziś jest używany tylko do ceremonii kościelnych przez chrześcijan koptyjskich.;The Egyptian language is derived from the Coptic language, which today is used only for church ceremonies by Coptic Christians.;koptyjski;;
Przeczytałem, że co 2 tygodnie, wymiera jeden język, ok?;I read that every two weeks, one tongue dies out, okay?;wymiera;;
Podczas prac jeden z nich natknął się na wielki kamień, wielki bazaltowy blok, czarną bazaltową płytę.;During the work one of them stumbled upon a large stone, a large basalt block, a black basalt plate.;bazaltowy;;
Jean miał 8 lat, gdy znaleziono kamień z Rosetty i całe swoje wykształcenie postanowił kierować w stronę egiptologii.;Jean was 8 years old when Rosetta's stone was found and his entire education decided to direct Egyptology.;egiptologii;;
W sierpniu w Egipcie jest piekielnie gorąco, wyobrażacie sobie jest temperatura około 50C, w mieście Rosetta, żołnierze umacniali fort.;In August, Egypt is a hell of a heat, you can imagine the temperature is about 50C, in Rosetta, the soldiers strengthened the fort.;Rosetta;;
Cywilizacja egipska trwała 3000 lat, wielka, wielka cywilizacja.;Egyptian civilization lasted 3,000 years, a great, great civilization.;3000;;
Ostatnio napisał do mnie Dmitry z Kijowa, a nawet przysłał swoje nagranie do mnie, posłuchajmy.;Recently he wrote to me Dmitry from Kiev, and even sent his recording to me, let's listen.;Kijowa;;
Zatem tutaj w Polsce powoli zaczyna się jesień, ta słynna złota polska jesień, niektórzy mówią na tę porę roku — babie lato.;"So here in Poland the autumn begins slowly, this famous Polish gold autumn, some of them say for this time of year, ""Baby summer.""";niektórzy;;
Oczywiście uczę się języka polskiego, więc słucham podcasty ze strony realpolish.pl  Przez prawie trzy miesiące przesłuchałem prawie wszystkie podcasty jakie znajdują się na stronie realpolish, teraz studiuję taki kurs, który nazywa się 365 historyjek, Daily Polish Listening.;Of course I am learning Polish, so I listen to podcasts from the site realpolish.pl For almost three months I have listened to almost all podcasts on the site realpolish, now I study a course called 365 stories, Daily Polish Listening.;Listening;;
Francuzi muszą umacniać swoje fortece.;The French must strengthen their fortress.;umacniać;;
Z języka egipskiego wywodzi się język koptyjski, który dziś jest używany tylko do ceremonii kościelnych przez chrześcijan koptyjskich.;The Egyptian language is derived from the Coptic language, which today is used only for church ceremonies by Coptic Christians.;wywodzi;;
Jest mi bardzo miło je dostawać, są dla mnie wielką motywacją do prowadzenia tej strony i pomaganiu Wam w języku polskim i myślę, że są również dobrą motywacją dla wszystkich, którzy uczą się polskiego.;I am very pleased to get them, they are a great motivation for me to run this website and help you in Polish and I think they are also a good motivation for all who are learning Polish.;myślę;;
Pomyślałem, że niektórzy muszą być może zdać taki test i rozwiązanie takiego testu może być ciekawe.;I thought that some people might have to pass this test, and it might be interesting to solve this test.;niektórzy;;
Na koniec chciałbym, żebyśmy posłuchali jeszcze nagrania od Guillermo z Burgos w Hiszpanii, posłuchajcie.;Finally, I'd like us to hear some more footage from Guillermo from Burgos, Spain, listen.;Burgos;;
Zacząłem od kursu na stronie Duolingo, tam nauczyłem się pisać i czytać i trochę rozumieć przez ucho.;I started with a course on the Duolingo website, there I learned to write and read and to understand a little by the ear.;Duolingo;;
Nazywam się Artiom i jestem Rosjaninem, ale mieszkam w Holandii.;My name is Artiom and I am Russian, but I live in Holland.;Artiom;;
Juliusz Cezar zaadoptował kalendarz egipski, czyli przyjął kalendarz egipski, to było jakieś 100 lat przed naszą erą, i dniom nadał nazwy bogów greckich i tak powstał kalendarz juliański.;Julius Caesar adopted the Egyptian calendar, i.e. he accepted the Egyptian calendar, it was about 100 years before our era, and he named the Greek gods for days, and so the Julian calendar was created.;juliański;;
Mam na imię Barbara (Dla Polaków po prostu Basia),  a mieszkam w Belgii.;My name is Barbara (For Poles just Basia), and I live in Belgium.;Basia;;
Ponieważ ta reforma zaszła, gdy papierzem był Grzegorz XIII, dlatego nazwano ten kalendarz, kalendarzem gregoriańskim, od imienia Grzegorz.;Because this reform took place when Grzegorz XIII was a paperwork, this calendar, the Gregorian calendar, was named after Grzegorz.;gregoriańskim;;
15 dnia miesiąca Nissan obchodzi się święto Pascha, albo Pascua.;On the 15th day of the month, Nissan celebrates the Passover or Pascua.;Pascha;;
Dlatego pierwsze kalendarze, to były tak zwane kalendarze lunarne, czyli księżycowe.;That's why the first calendars were called lunar calendars, or lunar calendars.;lunarne;;
Ten rok, w ktorym dodajemy ten dzień, po polsku nazywa się rokiem przestępnym.;This year, in which we add this day, is called the leap year in Polish.;przestępnym;;
Ponieważ lata w tym kalendarzu są liczone od powstania świata, dlatego teraz według tego kalendarza mamy rok 5778.;Because the years in this calendar are counted from the beginning of the world, so now according to this calendar we have the year 5778.;5778;;
Muzułmanie mierzą czas od ucieczki Mahometa z Mekki do Medyny.;Muslims measure the time since Muhammad escaped from Mecca to Medina.;Medyny;;
Ramandan rozpoczyna się, gdy na niebie pojawia się Księżyc w nowiu, aż do kolejnego cyklu w nowiu.;Randan begins when the moon appears in the sky in a new moon until the next cycle in a new moon.;nowiu;;
Oni też są krajem wschodzącego Słońca.;They, too, are the land of the rising sun.;wschodzącego;;
Miło mi jest słyszeć, że robicie postępy, że mówicie coraz lepiej po polsku, niektórzy z dużą łatwością posługują się językiem polskim, no i dodatkowo jest towspaniałe uczucie, gdy wiem, że mogłem Wam w tym pomóc.;I am pleased to hear that you are making progress, that you speak more and more Polish, some of them speak Polish very easily, and it also feels great when I know that I was able to help you with this.;niektórzy;;
W XVI wieku, dokładnie w roku 1582 papierzem był Grzegorz XIII.;In the 16th century, exactly in 1582 Grzegorz XIII was a paper.;papierzem;;
Kalendarz juliański byłby bardzo dobrym kalendarzem, gdyby nie to, że spóźnia się o jeden dzień na 128 lat.;Julian calendar would have been a very good calendar if it hadn't been for one day for 128 years.;spóźnia;;
Nazwa maj pochodzi od bogini Mai, czyli znowu mamy łacińską nazwę, ale staropolska nazwa tego miesiąca to trawień.;The name of May comes from the goddess Mai, which means we have the Latin name again, but the old Polish name of this month is digestive.;trawień;;
W XVI wieku, dokładnie w roku 1582 papierzem był Grzegorz XIII.;In the 16th century, exactly in 1582 Grzegorz XIII was a paper.;1582;;
Podobny do babilońskiego jest kalendarz żydowski.;The Jewish calendar is similar to that of Babylon.;babilońskiego;;
Granica na wschodzie sięgała aż za rzekę Dniepr, aż po Zaporoże Kozackie.;The border in the east reached beyond the river Dniepr, to the Kozackie Zaporozhye.;Zaporoże;;
Wkrótce dojdzie do powstania Kozaków Zaporoskich i chłopstwa ruskiego, czyli czerni, właśnie przeciwko królowi Polski.;Soon there will be an uprising of Zaporozh Cossacks and Russian peasantry, i.e. black, just against the king of Poland.;Zaporoskich;;
Jednym z przywódców ukraińskich nacjonalistów był Stepan Bandera, wróg Rzeczpospolitej i jednocześnie bohater Ukraińców.;One of the leaders of Ukrainian nationalists was Stepan Bandera, an enemy of the Republic and at the same time a hero of the Ukrainians.;Stepan;;
Powstanie Chmielnickiego Ale w 1648 dowódcą powstania był Kozak Bohdan Chmielnicki, który wykorzystał to, że szlachta nie pozwoliła wpisać królowi do rejestru tak dużej liczby Kozaków.;The Uprising of Chmielnicki But in 1648 the commander of the Uprising was Cossack Bohdan Chmielnicki, who used the fact that the nobles did not allow the King to register such a large number of Cossacks.;Chmielnicki;;
Granica na wschodzie sięgała aż za rzekę Dniepr, aż po Zaporoże Kozackie.;The border in the east reached beyond the river Dniepr, to the Kozackie Zaporozhye.;Dniepr;;
Ale przewrotnie, chciałbym, żebyśmy na początek posłuchali nagrania, które dostałem od Niklasa, który mieszka na zachód od Polski, czyli w Niemczech.;But perversely, I would like us to listen to the recordings I received from Niklas, who lives west of Poland, in Germany.;Niklasa;;
W tym czasie rządy sprawowały tu rodziny magnackie, arystokracja, szlachta.;At that time, the rule was ruled by the Magnack families, the aristocracy, the nobles.;magnackie;;
W 1941 w porozumieniu z Abwehrą stworzył batalion „Nachtigall” złożony z Ukraińców i Niemców, ktory był dowodzony przez Niemców.;In 1941, in agreement with Abwehr, he created a battalion of the Ukrainians and Germans, which was commanded by the Germans.;Nachtigall;;
Te obozy nazywały się “sicz”.;"Those camps were called ""Sichich.""";sicz;;
Myślę, że to bardzo ciekawe dla wszystkich, gdy opowiadacie o swojej drodze, o swoich metodach nauki, o swojej motywacji, dlaczego uczycie się polskiego, czy jest łatwo, czy jest trudno, to wszystko jest bardzo interesujące.;I think it's very interesting for everyone when you talk about your way, about your methods of learning, about your motivation, why you learn Polish, whether it's easy or difficult, it's all very interesting.;Myślę;;
Jestem twoim fanem, pozdrawiam z Berlina, cześć!;I'm a fan of yours. Greetings from Berlin.;pozdrawiam;;
Trzeba powiedzieć, Polski rząd w latach 30 prowadził politykę polonizacji Wołynia, czyli terenów południowo-wschodniej Polski, gdzie większość ludności to byli właśnie Ukraińcy.;It has to be said that the Polish government in the 1930s conducted the policy of Polish colonization of Volyn, i.e. the areas of south-eastern Poland, where the majority of the population were Ukrainians.;polonizacji;;
Oczywiście w ten sposób oni tracili swoich chłopów, tak zwaną czerń.;Of course, that's how they lost their peasants, so-called black.;zwaną;;
Mija czas, wybucha II wojna światowa.;Time passes, World War II breaks out.;wybucha;;
Rosja w tym czasie była wroga kozactwu, więc Rosja odpada, Rosja nie mogła pomóc.;Russia was an enemy of the Cossacks at the time, so Russia is out, Russia couldn't help.;odpada;;
Powstanie Chmielnickiego Ale w 1648 dowódcą powstania był Kozak Bohdan Chmielnicki, który wykorzystał to, że szlachta nie pozwoliła wpisać królowi do rejestru tak dużej liczby Kozaków.;The Uprising of Chmielnicki But in 1648 the commander of the Uprising was Cossack Bohdan Chmielnicki, who used the fact that the nobles did not allow the King to register such a large number of Cossacks.;1648;;
Zatem tak jak mówiłem Kozacy to była grupa ludzi o charakterze wieloetnicznym, wielonarodowym, ale największą grupą etniczną byli Rusini.;So, as I said, the Cossacks were a group of people of a multi-ethnic, multinational nature, but the largest ethnic group was Rusini.;Rusini;;
53% Ukraińców była za anulowaniem tytułu dla Bandery, czyli połowa była za odebraniem tytułu Bohatera Ukrainy, 28% była za tym, żeby tytuł nadal należał do Stepana Bandery, a 19% nie miała swojego zdania na ten temat.;53% of Ukrainians were in favour of cancelling the title for Bandera, or half were in favour of taking the title of Hero of Ukraine, 28% were in favour of the title still belonging to Stepan Bandera, and 19% had no opinion on it.;Stepana;;
Pamiętacie w wyniku I wojny światowej upadło Imperium Rosyjskie, było to w 1917 roku, upadła także Monarchia Austro-Węgierska, w ten sposób powstały dwa niepodległe państwa ukraińskie, czyli Ukraińska Republika Ludowa i Zachodnioukraińska Republika Ludowa.;You remember the fall of the Russian Empire in 1917 as a result of World War I, the fall of the Austro-Hungarian Monarchy, thus creating two independent Ukrainian states, the Ukrainian People's Republic and the West-Ukrainian People's Republic.;niepodległe;;
(Przez) pierwszy rok niczego się nie nauczyłem, bo nie wiedziałem czy długo zostanę w Polsce, a w Warszawie prawie wszyscy mówią po angielsku, więc było mi łatwiej, ale zakochałem się dwa razy – pierwszy raz w Warszawie, a drugi raz w cudownej polskiej dziewczynie.;(For) the first year I didn't learn anything, because I didn't know if I would stay in Poland for long, and in Warsaw almost everyone speaks English, so it was easier for me, but I fell in love twice in Warsaw for the first time, and for the second time in a wonderful Polish girl.;łatwiej;;
Tę samą część mózgu, którą blokujemy jeśli nie śpimy wystarczająco długo, a zatem nie możemy przyswajać nowych informacji.;The same part of the brain that we block if we don't sleep long enough, so we can't absorb new information.;przyswajać;;
W naszym mózgu znajduje się tak struktura, która nazywa się hipokamp, po łacinie hippocampus.;There's a structure in our brain called hippocampus, Latin for hippocampus.;hipokamp;;
Okazało się, że podczas niektórych faz snu aktywność elektryczna mózgu jest bardzo duża.;It turned out that during some sleep phases the electrical activity of the brain is very high.;niektórych;;
Wewnątrz mózgu jest struktura, która nazywa się po polsku ciało migdałowate, po angielsku to jest Amygdala.;Inside the brain is a structure that is called the Polish amygdala body, in English it is Amygdala.;migdałowate;;
W naszym mózgu znajduje się tak struktura, która nazywa się hipokamp, po łacinie hippocampus.;There's a structure in our brain called hippocampus, Latin for hippocampus.;hippocampus;;
Aaa… Aaa… Szarobure, szarobure, obydwa.;Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh;Szarobure;;
Myślę, że mówisz tu o swoim podcaście, cieszę się, że zainspirowałem Cię do rozpoczęcia tej przygody.;I think you're talking about your podcast here, and I'm glad I inspired you to start this adventure.;Myślę;;
Mam na imię Dmitry, mieszkam na Ukrainie.;My name is Dmitry, I live in Ukraine.;Dmitry;;
Tak jak na przykład nasz organizm, ma taki system, gromadzi energię w komórkach tłuszczowych.;Like our body, for example, has this system, it accumulates energy in the fat cells.;tłuszczowych;;
Przepraszam za długie nagranie i pozdrawiam serdecznie.;I apologize for the long recording and greet you warmly.;pozdrawiam;;
Temat mnie bardzo zaciekawił.;I was very interested in the subject.;zaciekawił;;
Ludzie myślą, że wystarcza im 6 godzin snu, ale to jest tylko prywatne odczucie.;People think they're good enough for six hours of sleep, but it's just a personal feeling.;wystarcza;;
Jeśli macie psa to przyjrzyjcie się, przyjrzyjcie się swojemu psu.;If you have a dog, take a good look at your dog.;przyjrzyjcie;;
Najpierw posłuchamy nagrania od Hugo, dalej będę mówił o odkryciach profesora Walkera, o to prosiła mnie Christina, zaraz wszystko opowiem, a na koniec posłuchamy nagrania od Dymitra.;First we'll listen to Hugo's footage, and I'll continue to talk about Professor Walker's findings, and that's what Christina asked me to do, and I'll tell you everything, and then we'll listen to Dmitri's footage.;Dymitra;;
Najczęściej śpimy dłużej, gdy chcemy odespać noce przez, które nie spaliśmy.;We usually sleep longer when we want to sleep through nights that we haven't slept through.;odespać;;
Pewnie dziwicie się, dlaczego akurat teraz chcę opowiedzieć o Mikołaju Koperniku i o jego teorii heliocentrycznej.;You're probably wondering why I want to talk about Santa Copernicus and his heliocentric theory right now.;heliocentrycznej;;
Bardzo się cieszę, bo Justin jest pierwszą osobą z Filipin, która przysłała do mnie nagranie.;I'm very happy because Justin is the first person in the Philippines to send me the video.;Filipin;;
Najbardziej znanym współczesnym astronomem polskim jest Aleksander Wolszczan, który odkrył pierwsze planety pozasłoneczne.;The most famous modern Polish astronomer is Alexander Wolszczan, who discovered the first extrasolar planets.;Aleksander;;
Tym człowiekiem był oczywiście, wielki astronom, Mikołaj Kopernik.;This man, of course, was a great astronomer, Nicolaus Copernicus.;astronom;;
Jednak wtedy nauka, kosmologia była na takim samym poziomie jak 1500 lat wcześniej.;But then science, cosmology was on the same level as 1500 years before.;kosmologia;;
Róbcie jak najwięcej błędów, w ten sposób nauczycie się polskiego o wiele szybciej niż wkuwając na pamięć zasady gramatyczne.;Make as many mistakes as possible, so you will learn Polish much faster than memorizing grammatical rules.;wkuwając;;
A Giordano Bruno, włoski filozof należał do zwolenników teorii heliocentrycznej, natomiast Johannes Kepler stworzył udoskonaloną teorię heliocentryczną, która mówi o eliptycznych, a nie o okrągłych orbitach planet.;And Giordano Bruno, an Italian philosopher, was one of the supporters of heliocentric theory, while Johannes Kepler created an improved heliocentric theory that speaks of elliptical, not circular orbits of planets.;eliptycznych;;
Kopernik urodził się w 1473 roku, czyli w drugiej połowie XV wieku.;Copernicus was born in 1473, in the second half of the 15th century.;1473;;
Jednak w 1451 roku, czyli jeszcze przed narodzinami Kopernika, w Toruniu wybuchł bunt przeciwko Krzyżakom, ludzie zburzyli zamek krzyżacki i w ten sposób rozpoczęłą się 13 letnia wojna polsko-krzyżacka.;However, in 1451, before the birth of Copernicus, there was a rebellion against the Teutonic Knights in Toruń, people destroyed the Teutonic Castle and in this way 13 years of Polish-Crossage War began.;Krzyżakom;;
Mikołaj Kopernik to oczywiście polska wersja nazwiska, naprawdę nazywał się Niklas Kopernigk i był synem Niklasa, jego ojciec miał takie samo imię jak syn, matka Kopernika to Barbara Watzenrode.;Nicolaus Copernicus is of course a Polish version of the name, his real name was Niklas Kopernigk and he was Niklas' son, his father had the same name as his son, Copernicus' mother was Barbara Watzenrode.;Niklas;;
Potraktujcie to jako ćwiczenie mówienia, opowiedzcie coś o sobie przez 1-2 minuty i przyślijcie nagranie do mnie.;Think of it as a speech exercise, tell me about each other for 1-2 minutes and send the video to me.;opowiedzcie;;
Kopernik obliczył, że czas potrzebny na to by planeta okrążyła Słońce, zależy od odległości tej planety od Słońca.;Copernicus calculated that the time it takes for the planet to orbit the Sun depends on the distance of this planet from the Sun.;okrążyła;;
W 1914 roku w Sarajewie, które było w granicach Austro-Węgier, imperium austro-węgierskiego, serbski nacjonalista zastrzelił arcyksięcia Franciszka Ferdynanda.;In 1914 in Sarajevo, which was within the borders of Austria-Hungarian Empire, the Serbian nationalist shot Archduke Francis Ferdinand.;Węgier;;
To zwykli ludzie zapłacili za wojnę, nie cesarz, nie car, nie król… zwykli ludzie.;It was the ordinary people who paid for the war, not the emperor, not the tsar, not the king... ordinary people.;zwykli;;
Ale jeszcze wcześniej pomówmy o Francji, Wielkiej Brytanii i o Stanach Zjednoczonych.;But before that, let's talk about France, Britain and the United States.;pomówmy;;
Rosja Zobaczmy co mogłoby się stać z kolejnym polskim zaborcą.;Let's see what could happen to another Polish assassin.;zaborcą;;
Pozdrawiam Cię Roman i dziękuję bardzo za nagranie!;I salute you, Roman, and thank you so much for the recording!;Pozdrawiam;;
Zatem, po prostu pomyślmy, że arcyksiążę Franciszek Ferdynand nie wyjechał na ulicę swoim pięknym samochodem i Gavrilo Princip go nie zastrzelił.;So let's just think that Archduke Francis Ferdinand didn't go out on the street in his beautiful car and Gavrilo Princip didn't shoot him.;arcyksiążę;;
W 1914 roku w Sarajewie, które było w granicach Austro-Węgier, imperium austro-węgierskiego, serbski nacjonalista zastrzelił arcyksięcia Franciszka Ferdynanda.;In 1914 in Sarajevo, which was within the borders of Austria-Hungarian Empire, the Serbian nationalist shot Archduke Francis Ferdinand.;arcyksięcia;;
Być może tak, na pewno znajdą się tacy co dadzą radę zrobić to wszystko naraz, ale myślę, że dużo łatwiej będzie zrobić to po kolei.;Perhaps, yes, there will certainly be some who can do it all at once, but I think it will be a lot easier to do it one at a time.;łatwiej;;
